k,context,next,probability
2,uc,a,0.05681818
2,uc,c,0.04545455
2,uc,e,0.18181818
2,uc,h,0.04545455
2,uc,i,0.05681818
2,uc,k,0.14772727
2,uc,l,0.01136364
2,uc,o,0.01136364
2,uc,s,0.01136364
2,uc,t,0.40909091
2,uc,y,0.01136364
2,ud,</s>,0.12500000
2,ud,a,0.05357143
2,ud,d,0.05357143
2,ud,e,0.30357143
2,ud,g,0.08928571
2,ud,i,0.25000000
2,ud,l,0.01785714
2,ud,s,0.03571429
2,ud,y,0.07142857
2,ue,</s>,0.35632184
2,ue,b,0.01149425
2,ue,d,0.04597701
2,ue,e,0.03448276
2,ue,l,0.03448276
2,ue,n,0.16091954
2,ue,r,0.05747126
2,ue,s,0.26436782
2,ue,t,0.02298851
2,ue,u,0.01149425
2,uf,</s>,0.06250000
2,uf,a,0.31250000
2,uf,f,0.56250000
2,uf,i,0.06250000
2,ug,</s>,0.12307692
2,ug,a,0.04615385
2,ug,b,0.01538462
2,ug,e,0.09230769
2,ug,g,0.12307692
2,ug,h,0.41538462
2,ug,i,0.03076923
2,ug,l,0.03076923
2,ug,o,0.03076923
2,ug,s,0.04615385
2,ug,u,0.04615385
2,uh,</s>,1.00000000
2,ui,</s>,0.05952381
2,ui,c,0.04761905
2,ui,d,0.08333333
2,ui,e,0.01190476
2,ui,l,0.13095238
2,ui,n,0.04761905
2,ui,p,0.02380952
2,ui,r,0.15476190
2,ui,s,0.14285714
2,ui,t,0.26190476
2,ui,v,0.01190476
2,ui,z,0.02380952
2,uj,i,1.00000000
2,uk,</s>,0.12500000
2,uk,e,0.50000000
2,uk,i,0.12500000
2,uk,o,0.12500000
2,uk,r,0.12500000
2,ul,</s>,0.13380282
2,ul,a,0.23943662
2,ul,d,0.03521127
2,ul,e,0.07746479
2,ul,f,0.00704225
2,ul,g,0.01408451
2,ul,i,0.04929577
2,ul,k,0.00704225
2,ul,l,0.11267606
2,ul,n,0.01408451
2,ul,o,0.00704225
2,ul,p,0.00704225
2,ul,s,0.02112676
2,ul,t,0.24647887
2,ul,u,0.01408451
2,ul,y,0.01408451
2,um,</s>,0.31818182
2,um,a,0.05454545
2,um,b,0.10909091
2,um,e,0.23636364
2,um,i,0.03636364
2,um,m,0.03636364
2,um,n,0.04545455
2,um,o,0.01818182
2,um,p,0.09090909
2,um,s,0.04545455
2,um,u,0.00909091
2,un,</s>,0.03478261
2,un,a,0.03043478
2,un,c,0.10000000
2,un,d,0.25217391
2,un,e,0.06086957
2,un,f,0.00434783
2,un,g,0.05217391
2,un,i,0.14782609
2,un,k,0.03043478
2,un,l,0.02173913
2,un,n,0.03478261
2,un,o,0.00434783
2,un,r,0.00434783
2,un,s,0.03913043
2,un,t,0.17391304
2,un,u,0.00434783
2,un,w,0.00434783
2,uo,</s>,0.14285714
2,uo,t,0.57142857
2,uo,u,0.28571429
2,up,</s>,0.19117647
2,up,a,0.04411765
2,up,c,0.02941176
2,up,d,0.05882353
2,up,e,0.10294118
2,up,g,0.04411765
2,up,i,0.04411765
2,up,l,0.08823529
2,up,o,0.04411765
2,up,p,0.25000000
2,up,r,0.01470588
2,up,s,0.05882353
2,up,t,0.02941176
2,uq,u,1.00000000
2,ur,</s>,0.06349206
2,ur,a,0.08571429
2,ur,b,0.01587302
2,ur,c,0.03492063
2,ur,d,0.00952381
2,ur,e,0.28888889
2,ur,f,0.01269841
2,ur,g,0.03809524
2,ur,h,0.00317460
2,ur,i,0.07301587
2,ur,k,0.00952381
2,ur,l,0.01269841
2,ur,m,0.00317460
2,ur,n,0.08888889
2,ur,o,0.01587302
2,ur,p,0.02539683
2,ur,r,0.04761905
2,ur,s,0.06984127
2,ur,t,0.03809524
2,ur,u,0.00952381
2,ur,v,0.02857143
2,ur,w,0.00634921
2,ur,y,0.01904762
2,us,</s>,0.28504673
2,us,a,0.02803738
2,us,b,0.00934579
2,us,c,0.01401869
2,us,d,0.00934579
2,us,e,0.17289720
2,us,g,0.00467290
2,us,h,0.03271028
2,us,i,0.09345794
2,us,l,0.03271028
2,us,n,0.00467290
2,us,p,0.02336449
2,us,r,0.00467290
2,us,s,0.05140187
2,us,t,0.21495327
2,us,u,0.01401869
2,us,y,0.00467290
2,ut,</s>,0.10989011
2,ut,a,0.03296703
2,ut,c,0.02197802
2,ut,d,0.01098901
2,ut,e,0.18681319
2,ut,h,0.11538462
2,ut,i,0.21428571
2,ut,l,0.03296703
2,ut,o,0.08791209
2,ut,p,0.01098901
2,ut,r,0.02197802
2,ut,s,0.06593407
2,ut,t,0.04945055
2,ut,u,0.02197802
2,ut,y,0.01648352
2,uu,m,1.00000000
2,uv,</s>,0.33333333
2,uv,e,0.66666667
2,uw,</s>,0.50000000
2,uw,a,0.50000000
2,ux,</s>,0.40000000
2,ux,e,0.40000000
2,ux,u,0.20000000
2,uy,</s>,0.25000000
2,uy,a,0.12500000
2,uy,e,0.25000000
2,uy,i,0.12500000
2,uy,s,0.25000000
2,uz,</s>,0.12500000
2,uz,b,0.12500000
2,uz,e,0.12500000
2,uz,u,0.12500000
2,uz,z,0.50000000
2,va,</s>,0.05172414
2,va,b,0.00862069
2,va,c,0.05172414
2,va,d,0.01724138
2,va,g,0.00862069
2,va,i,0.02586207
2,va,k,0.01724138
2,va,l,0.31034483
2,va,m,0.00862069
2,va,n,0.14655172
2,va,r,0.12931034
2,va,s,0.04310345
2,va,t,0.17241379
2,va,u,0.00862069
2,vb,</s>,0.50000000
2,vb,u,0.50000000
2,vc,</s>,0.75000000
2,vc,r,0.25000000
2,vd,</s>,0.66666667
2,vd,s,0.33333333
2,ve,</s>,0.26987952
2,ve,a,0.00722892
2,ve,c,0.00481928
2,ve,d,0.05542169
2,ve,g,0.01204819
2,ve,h,0.00481928
2,ve,i,0.00240964
2,ve,l,0.08433735
2,ve,m,0.01927711
2,ve,n,0.10843373
2,ve,r,0.29638554
2,ve,s,0.11807229
2,ve,t,0.00963855
2,ve,y,0.00722892
2,vg,</s>,1.00000000
2,vh,s,1.00000000
2,vi,</s>,0.00990099
2,vi,a,0.03960396
2,vi,c,0.07920792
2,vi,d,0.10891089
2,vi,e,0.11386139
2,vi,g,0.01485149
2,vi,i,0.00990099
2,vi,k,0.00495050
2,vi,l,0.07920792
2,vi,n,0.13861386
2,vi,o,0.05940594
2,vi,p,0.00495050
2,vi,r,0.05940594
2,vi,s,0.18316832
2,vi,t,0.07425743
2,vi,v,0.01980198
2,vo,</s>,0.01724138
2,vo,c,0.10344828
2,vo,i,0.13793103
2,vo,l,0.32758621
2,vo,n,0.05172414
2,vo,r,0.15517241
2,vo,t,0.10344828
2,vo,u,0.06896552
2,vo,y,0.03448276
2,vp,</s>,0.50000000
2,vp,n,0.50000000
2,vr,o,1.00000000
2,vs,</s>,0.75000000
2,vs,n,0.25000000
2,vt,</s>,1.00000000
2,vu,l,1.00000000
2,vx,</s>,1.00000000
2,vy,</s>,1.00000000
2,wa,</s>,0.02325581
2,wa,b,0.00775194
2,wa,g,0.03875969
2,wa,i,0.04651163
2,wa,k,0.00775194
2,wa,l,0.15503876
2,wa,n,0.08527132
2,wa,p,0.00775194
2,wa,r,0.34108527
2,wa,s,0.04651163
2,wa,t,0.09302326
2,wa,u,0.00775194
2,wa,v,0.03100775
2,wa,x,0.00775194
2,wa,y,0.09302326
2,wa,z,0.00775194
2,wb,</s>,0.25000000
2,wb,i,0.25000000
2,wb,o,0.50000000
2,wc,</s>,0.33333333
2,wc,a,0.66666667
2,wd,</s>,0.66666667
2,wd,e,0.33333333
2,we,</s>,0.01923077
2,we,a,0.09615385
2,we,b,0.13461538
2,we,d,0.10576923
2,we,e,0.08653846
2,we,g,0.00961538
2,we,i,0.04807692
2,we,l,0.12500000
2,we,n,0.03846154
2,we,r,0.22115385
2,we,s,0.09615385
2,we,t,0.00961538
2,we,v,0.00961538
2,wf,o,0.66666667
2,wf,u,0.33333333
2,wh,a,0.16666667
2,wh,e,0.46666667
2,wh,i,0.16666667
2,wh,o,0.16666667
2,wh,y,0.03333333
2,wi,</s>,0.01904762
2,wi,c,0.04761905
2,wi,d,0.09523810
2,wi,f,0.02857143
2,wi,k,0.03809524
2,wi,l,0.09523810
2,wi,m,0.01904762
2,wi,n,0.31428571
2,wi,r,0.05714286
2,wi,s,0.13333333
2,wi,t,0.12380952
2,wi,v,0.01904762
2,wi,z,0.00952381
2,wk,</s>,1.00000000
2,wl,</s>,0.11111111
2,wl,e,0.55555556
2,wl,i,0.11111111
2,wl,y,0.22222222
2,wm,</s>,0.33333333
2,wm,a,0.66666667
2,wn,</s>,0.56666667
2,wn,e,0.13333333
2,wn,l,0.16666667
2,wn,s,0.10000000
2,wn,t,0.03333333
2,wo,</s>,0.01666667
2,wo,l,0.01666667
2,wo,m,0.05000000
2,wo,n,0.06666667
2,wo,o,0.10000000
2,wo,r,0.70000000
2,wo,u,0.03333333
2,wo,w,0.01666667
2,wp,</s>,0.33333333
2,wp,i,0.33333333
2,wp,o,0.33333333
2,wr,</s>,0.05555556
2,wr,a,0.22222222
2,wr,e,0.11111111
2,wr,i,0.50000000
2,wr,o,0.11111111
2,ws,</s>,0.67741935
2,ws,e,0.09677419
2,ws,h,0.03225806
2,ws,i,0.03225806
2,ws,l,0.06451613
2,ws,p,0.06451613
2,ws,u,0.03225806
2,wt,</s>,0.16666667
2,wt,h,0.16666667
2,wt,i,0.16666667
2,wt,o,0.50000000
2,wu,</s>,1.00000000
2,wv,</s>,1.00000000
2,ww,</s>,0.66666667
2,ww,w,0.33333333
2,wx,</s>,1.00000000
2,wy,</s>,0.40000000
2,wy,e,0.40000000
2,wy,o,0.20000000
2,xa,c,0.11111111
2,xa,m,0.55555556
2,xa,n,0.16666667
2,xa,s,0.05555556
2,xa,t,0.11111111
2,xb,o,1.00000000
2,xc,e,0.47826087
2,xc,h,0.08695652
2,xc,i,0.13043478
2,xc,l,0.26086957
2,xc,u,0.04347826
2,xe,</s>,0.04166667
2,xe,c,0.25000000
2,xe,d,0.16666667
2,xe,l,0.08333333
2,xe,m,0.12500000
2,xe,r,0.16666667
2,xe,s,0.16666667
2,xf,o,1.00000000
2,xh,a,0.16666667
2,xh,i,0.66666667
2,xh,t,0.16666667
2,xi,</s>,0.08000000
2,xi,b,0.08000000
2,xi,c,0.12000000
2,xi,d,0.04000000
2,xi,e,0.04000000
2,xi,l,0.04000000
2,xi,m,0.16000000
2,xi,n,0.12000000
2,xi,s,0.24000000
2,xi,t,0.08000000
2,xl,</s>,1.00000000
2,xm,a,0.50000000
2,xm,l,0.50000000
2,xo,t,1.00000000
2,xp,</s>,0.03773585
2,xp,a,0.09433962
2,xp,e,0.41509434
2,xp,i,0.05660377
2,xp,l,0.22641509
2,xp,o,0.09433962
2,xp,r,0.07547170
2,xt,</s>,0.12903226
2,xt,b,0.06451613
2,xt,e,0.35483871
2,xt,h,0.03225806
2,xt,i,0.06451613
2,xt,r,0.22580645
2,xt,s,0.03225806
2,xt,u,0.09677419
2,xu,a,0.75000000
2,xu,r,0.12500000
2,xu,s,0.12500000
2,xy,</s>,0.66666667
2,xy,g,0.33333333
2,ya,</s>,0.11111111
2,ya,b,0.05555556
2,ya,c,0.05555556
2,ya,h,0.05555556
2,ya,l,0.16666667
2,ya,m,0.05555556
2,ya,n,0.33333333
2,ya,r,0.16666667
2,yb,a,0.22222222
2,yb,e,0.22222222
2,yb,o,0.44444444
2,yb,r,0.11111111
2,yc,</s>,0.07142857
2,yc,e,0.07142857
2,yc,h,0.21428571
2,yc,l,0.57142857
2,yc,o,0.07142857
2,yd,</s>,0.25000000
2,yd,a,0.25000000
2,yd,n,0.12500000
2,yd,r,0.37500000
2,ye,</s>,0.08510638
2,ye,a,0.12765957
2,ye,d,0.17021277
2,ye,e,0.04255319
2,ye,l,0.02127660
2,ye,m,0.02127660
2,ye,n,0.02127660
2,ye,r,0.34042553
2,ye,s,0.10638298
2,ye,t,0.04255319
2,ye,u,0.02127660
2,yg,e,0.50000000
2,yg,i,0.50000000
2,yh,o,1.00000000
2,yi,e,0.08333333
2,yi,n,0.91666667
2,yl,</s>,0.05882353
2,yl,a,0.11764706
2,yl,e,0.29411765
2,yl,i,0.23529412
2,yl,o,0.11764706
2,yl,u,0.11764706
2,yl,v,0.05882353
2,ym,</s>,0.04347826
2,ym,a,0.08695652
2,ym,b,0.08695652
2,ym,e,0.30434783
2,ym,o,0.17391304
2,ym,p,0.30434783
2,yn,</s>,0.18750000
2,yn,a,0.12500000
2,yn,c,0.06250000
2,yn,d,0.18750000
2,yn,e,0.06250000
2,yn,n,0.06250000
2,yn,o,0.12500000
2,yn,t,0.18750000
2,yo,</s>,0.14285714
2,yo,g,0.04761905
2,yo,m,0.04761905
2,yo,n,0.19047619
2,yo,r,0.14285714
2,yo,t,0.04761905
2,yo,u,0.38095238
2,yp,a,0.06666667
2,yp,e,0.26666667
2,yp,h,0.06666667
2,yp,i,0.20000000
2,yp,o,0.13333333
2,yp,r,0.06666667
2,yp,t,0.20000000
2,yr,</s>,0.09090909
2,yr,a,0.09090909
2,yr,i,0.54545455
2,yr,o,0.09090909
2,yr,s,0.09090909
2,yr,t,0.09090909
2,ys,</s>,0.48979592
2,ys,e,0.06122449
2,ys,i,0.18367347
2,ys,l,0.02040816
2,ys,p,0.02040816
2,ys,q,0.02040816
2,ys,t,0.20408163
2,yt,e,0.20000000
2,yt,h,0.50000000
2,yt,i,0.20000000
2,yt,o,0.10000000
2,yu,</s>,0.20000000
2,yu,e,0.20000000
2,yu,g,0.20000000
2,yu,k,0.20000000
2,yu,n,0.20000000
2,yw,a,0.28571429
2,yw,h,0.28571429
2,yw,o,0.42857143
2,yz,e,1.00000000
2,za,</s>,0.13636364
2,za,b,0.04545455
2,za,c,0.04545455
2,za,k,0.04545455
2,za,m,0.09090909
2,za,n,0.04545455
2,za,r,0.22727273
2,za,t,0.36363636
2,zb,e,1.00000000
2,zd,a,0.50000000
2,zd,n,0.50000000
2,ze,</s>,0.34090909
2,ze,a,0.02272727
2,ze,c,0.02272727
2,ze,d,0.25000000
2,ze,i,0.02272727
2,ze,n,0.15909091
2,ze,r,0.09090909
2,ze,s,0.06818182
2,ze,t,0.02272727
2,zi,l,0.40000000
2,zi,m,0.06666667
2,zi,n,0.40000000
2,zi,p,0.13333333
2,zl,e,1.00000000
2,zo,l,0.07692308
2,zo,n,0.69230769
2,zo,o,0.15384615
2,zo,p,0.07692308
2,zr,a,1.00000000
2,zs,h,1.00000000
2,zu,</s>,0.20000000
2,zu,e,0.20000000
2,zu,k,0.20000000
2,zu,m,0.20000000
2,zu,s,0.20000000
2,zy,</s>,0.75000000
2,zy,m,0.25000000
2,zz,</s>,0.28571429
2,zz,a,0.14285714
2,zz,e,0.14285714
2,zz,l,0.28571429
2,zz,y,0.14285714
